@relation <train.arff>
@ATTRIBUTE Attribute_1 NUMERIC
@ATTRIBUTE Attribute_2 NUMERIC
@ATTRIBUTE Attribute_3 NUMERIC
@ATTRIBUTE Attribute_4 NUMERIC
@ATTRIBUTE Attribute_5 NUMERIC
@ATTRIBUTE Attribute_6 NUMERIC
@ATTRIBUTE Attribute_7 NUMERIC
@ATTRIBUTE Attribute_8 NUMERIC
@ATTRIBUTE Attribute_9 NUMERIC
@ATTRIBUTE Attribute_10 NUMERIC
@ATTRIBUTE Attribute_11 NUMERIC
@ATTRIBUTE Attribute_12 NUMERIC
@ATTRIBUTE Attribute_13 NUMERIC
@ATTRIBUTE Attribute_14 NUMERIC
@ATTRIBUTE Attribute_15 NUMERIC
@ATTRIBUTE Attribute_16 NUMERIC
@ATTRIBUTE Attribute_17 NUMERIC
@ATTRIBUTE Attribute_18 NUMERIC
@ATTRIBUTE class {0,1,2,3}
@data
34.00,9460.00,4930579.00,14.00,219575.00,61.00,128.00,126.00,55.00,70.00,85.00,123.00,37.00,656468.00,459655.00,450774.00,152436.00,297179.00,0
24.00,6045.00,4182711.00,11.00,150370.00,121.00,105.00,66.00,118.00,39.00,50.00,97.00,25.00,353743.00,306076.00,5.00,5.00,5.00,2
33.00,3463.00,3962443.00,12.00,167190.00,91.00,48.00,90.00,93.00,128.00,63.00,102.00,30.00,694688.00,820756.00,96290.00,789546.00,17677.00,1
26.00,11620.00,4747333.00,12.00,177261.00,78.00,57.00,113.00,118.00,107.00,84.00,80.00,28.00,325694.00,1034008.00,275095.00,214566.00,635157.00,3
23.00,6139.00,4115712.00,14.00,117174.00,71.00,106.00,115.00,101.00,94.00,105.00,91.00,29.00,235260.00,709314.00,438392.00,768074.00,407497.00,2
30.00,4089.00,4962886.00,11.00,199421.00,71.00,87.00,110.00,59.00,46.00,81.00,78.00,36.00,1032639.00,971764.00,427100.00,231733.00,796576.00,3
24.00,4333.00,4956331.00,11.00,150509.00,88.00,96.00,75.00,122.00,52.00,102.00,90.00,37.00,1041391.00,1110108.00,5.00,5.00,5.00,1
30.00,5846.00,4997222.00,13.00,155448.00,68.00,112.00,96.00,72.00,122.00,102.00,98.00,31.00,1110273.00,983417.00,15289.00,410594.00,78443.00,3
33.00,8146.00,4754111.00,15.00,205147.00,93.00,89.00,43.00,123.00,93.00,76.00,106.00,23.00,406731.00,546523.00,522624.00,571868.00,163759.00,0
28.00,3382.00,4597818.00,10.00,169421.00,96.00,113.00,50.00,113.00,63.00,76.00,46.00,29.00,260655.00,7363.00,350879.00,430478.00,588231.00,3
22.00,4895.00,4474384.00,12.00,153871.00,44.00,78.00,122.00,57.00,100.00,39.00,87.00,26.00,501645.00,878138.00,617435.00,625174.00,670209.00,3
29.00,10301.00,4841479.00,15.00,130102.00,93.00,85.00,62.00,56.00,85.00,118.00,40.00,33.00,771534.00,30212.00,270129.00,500462.00,406081.00,0
24.00,11336.00,4082556.00,12.00,197434.00,115.00,75.00,68.00,45.00,118.00,48.00,68.00,25.00,468525.00,672564.00,21216.00,252240.00,234905.00,2
31.00,11117.00,4380754.00,13.00,116249.00,66.00,57.00,63.00,43.00,77.00,58.00,89.00,40.00,848350.00,1159851.00,358851.00,689684.00,313409.00,0
23.00,4155.00,4829558.00,15.00,172540.00,101.00,90.00,68.00,104.00,92.00,66.00,104.00,31.00,784651.00,358652.00,5.00,5.00,5.00,3
31.00,11988.00,4322276.00,11.00,159891.00,59.00,55.00,125.00,48.00,70.00,46.00,79.00,40.00,797674.00,1133138.00,729033.00,95770.00,227005.00,2
29.00,4848.00,4460520.00,10.00,131478.00,71.00,53.00,104.00,46.00,112.00,58.00,51.00,44.00,1081458.00,552815.00,595977.00,775744.00,246027.00,2
27.00,6133.00,4378969.00,11.00,220166.00,100.00,66.00,125.00,96.00,118.00,110.00,112.00,24.00,318880.00,312731.00,468878.00,249841.00,363809.00,0
25.00,7470.00,5018451.00,14.00,96303.00,77.00,106.00,43.00,76.00,77.00,103.00,116.00,41.00,982771.00,995942.00,5.00,5.00,5.00,0
23.00,6917.00,4001067.00,13.00,197011.00,86.00,71.00,125.00,114.00,65.00,108.00,70.00,31.00,370660.00,294683.00,656490.00,476787.00,586703.00,1
32.00,11547.00,4910221.00,11.00,150319.00,128.00,124.00,71.00,75.00,64.00,94.00,77.00,38.00,959371.00,600996.00,493891.00,295664.00,759722.00,3
32.00,11030.00,3849855.00,12.00,138358.00,95.00,45.00,64.00,102.00,58.00,72.00,127.00,41.00,21844.00,1159804.00,256010.00,479399.00,332600.00,0
25.00,7716.00,4754510.00,11.00,135805.00,91.00,73.00,72.00,93.00,96.00,76.00,113.00,39.00,607344.00,872424.00,5.00,5.00,5.00,1
27.00,12064.00,4842733.00,13.00,204409.00,123.00,128.00,45.00,106.00,42.00,41.00,119.00,31.00,161215.00,153289.00,323035.00,225352.00,265038.00,0
29.00,5994.00,4044419.00,12.00,217018.00,112.00,115.00,119.00,123.00,106.00,119.00,97.00,34.00,1190662.00,14287.00,556670.00,771412.00,100993.00,0
29.00,9322.00,3833061.00,11.00,143999.00,49.00,72.00,98.00,51.00,59.00,118.00,62.00,44.00,957663.00,108497.00,66369.00,660145.00,131353.00,3
25.00,11551.00,4427047.00,11.00,168713.00,111.00,87.00,114.00,81.00,112.00,126.00,82.00,45.00,965838.00,780384.00,142782.00,399570.00,60269.00,1
33.00,7082.00,4717497.00,13.00,101546.00,93.00,117.00,90.00,56.00,60.00,113.00,78.00,27.00,152022.00,955068.00,5.00,5.00,5.00,1
24.00,12061.00,4798266.00,13.00,219750.00,76.00,94.00,81.00,89.00,56.00,99.00,60.00,30.00,1181833.00,811141.00,534294.00,285857.00,260052.00,0
31.00,8913.00,4110872.00,12.00,193061.00,108.00,90.00,79.00,42.00,44.00,105.00,99.00,39.00,423470.00,1118556.00,402975.00,602173.00,184416.00,3
35.00,6195.00,4083545.00,10.00,208754.00,103.00,112.00,53.00,67.00,52.00,39.00,128.00,25.00,569975.00,540598.00,477535.00,348122.00,354382.00,3
29.00,8690.00,4983657.00,11.00,114794.00,92.00,90.00,83.00,114.00,83.00,55.00,93.00,40.00,497715.00,517166.00,5.00,5.00,5.00,1
31.00,5307.00,4092045.00,15.00,179347.00,110.00,115.00,85.00,107.00,113.00,65.00,83.00,32.00,882057.00,32474.00,249978.00,20468.00,198005.00,2
23.00,8289.00,4433419.00,13.00,148321.00,109.00,87.00,77.00,112.00,65.00,80.00,106.00,23.00,590810.00,787879.00,140262.00,805717.00,326071.00,1
28.00,6356.00,4514544.00,12.00,205705.00,60.00,87.00,85.00,75.00,69.00,87.00,123.00,36.00,108889.00,162976.00,5.00,5.00,5.00,0
25.00,11261.00,4220383.00,12.00,146803.00,97.00,118.00,110.00,41.00,73.00,82.00,117.00,38.00,958536.00,211540.00,768994.00,98254.00,303761.00,0
35.00,11648.00,4758353.00,12.00,190574.00,97.00,105.00,116.00,41.00,72.00,47.00,124.00,34.00,972091.00,1191316.00,321731.00,688878.00,12170.00,1
30.00,6681.00,4455329.00,12.00,98200.00,55.00,68.00,72.00,127.00,81.00,125.00,43.00,30.00,1151206.00,230488.00,267320.00,275295.00,555516.00,1
34.00,3493.00,3926545.00,10.00,178928.00,113.00,120.00,76.00,73.00,92.00,40.00,107.00,35.00,459645.00,687250.00,571950.00,586290.00,796129.00,2
24.00,7146.00,4413316.00,10.00,219963.00,110.00,50.00,49.00,61.00,106.00,86.00,43.00,26.00,269253.00,1008630.00,5.00,5.00,5.00,1
28.00,10116.00,4814662.00,15.00,149869.00,75.00,108.00,57.00,118.00,117.00,81.00,71.00,23.00,740639.00,1009204.00,495981.00,258801.00,433673.00,1
27.00,10968.00,4412165.00,14.00,172908.00,89.00,46.00,97.00,78.00,106.00,69.00,70.00,33.00,45310.00,546394.00,5.00,5.00,5.00,3
35.00,11467.00,4351440.00,10.00,199409.00,120.00,103.00,97.00,85.00,65.00,62.00,102.00,37.00,977635.00,875545.00,5.00,5.00,5.00,2
32.00,3115.00,4220659.00,13.00,99419.00,118.00,83.00,77.00,83.00,127.00,103.00,97.00,35.00,235213.00,166819.00,5.00,5.00,5.00,0
25.00,6731.00,4744840.00,12.00,158291.00,67.00,122.00,81.00,45.00,123.00,121.00,76.00,32.00,550305.00,264323.00,355957.00,244458.00,716965.00,0
31.00,6543.00,4725621.00,11.00,107524.00,48.00,82.00,63.00,101.00,106.00,50.00,111.00,39.00,784009.00,605714.00,5.00,5.00,5.00,1
32.00,5434.00,4711891.00,15.00,107736.00,102.00,61.00,74.00,87.00,52.00,114.00,48.00,30.00,1090734.00,774.00,29413.00,107119.00,51378.00,2
22.00,4138.00,4449005.00,10.00,109164.00,71.00,54.00,119.00,79.00,101.00,44.00,127.00,42.00,933951.00,330785.00,5.00,5.00,5.00,3
31.00,7031.00,4603100.00,10.00,126799.00,83.00,109.00,113.00,43.00,126.00,119.00,104.00,36.00,158141.00,786429.00,323506.00,97210.00,574586.00,2
33.00,4802.00,4131917.00,11.00,182775.00,80.00,110.00,126.00,72.00,119.00,64.00,92.00,45.00,705897.00,1193568.00,399895.00,328080.00,7921.00,1
30.00,10452.00,4945416.00,14.00,102905.00,66.00,53.00,88.00,84.00,77.00,70.00,104.00,39.00,44160.00,1100924.00,298143.00,204872.00,102990.00,0
28.00,11065.00,4002769.00,15.00,148857.00,128.00,128.00,100.00,71.00,51.00,66.00,120.00,26.00,262262.00,595314.00,207550.00,87531.00,607145.00,2
25.00,4119.00,4724628.00,13.00,199651.00,112.00,119.00,57.00,114.00,89.00,117.00,76.00,45.00,821387.00,552417.00,483432.00,673665.00,214711.00,2
33.00,10824.00,3854457.00,13.00,211004.00,59.00,45.00,125.00,89.00,124.00,117.00,71.00,31.00,566406.00,944911.00,5.00,5.00,5.00,2
34.00,4976.00,4727270.00,14.00,212136.00,105.00,102.00,42.00,68.00,46.00,39.00,60.00,32.00,1042144.00,560601.00,5.00,5.00,5.00,1
22.00,4580.00,4489031.00,14.00,170489.00,70.00,103.00,52.00,90.00,119.00,41.00,57.00,29.00,590244.00,290610.00,256588.00,94684.00,544054.00,3
27.00,3255.00,4256777.00,10.00,112791.00,51.00,119.00,124.00,113.00,102.00,94.00,102.00,23.00,1157061.00,138969.00,5.00,5.00,5.00,0
23.00,4733.00,4386821.00,13.00,141448.00,43.00,53.00,63.00,107.00,50.00,40.00,120.00,33.00,763019.00,863907.00,497475.00,168297.00,263820.00,1
27.00,10150.00,4841775.00,15.00,138863.00,48.00,94.00,67.00,103.00,104.00,48.00,56.00,45.00,855084.00,426864.00,5.00,5.00,5.00,0
30.00,11360.00,4874465.00,13.00,140297.00,89.00,89.00,63.00,120.00,70.00,51.00,54.00,43.00,1067881.00,1140252.00,24882.00,358599.00,781633.00,3
26.00,7255.00,4136958.00,12.00,142869.00,110.00,107.00,64.00,117.00,93.00,55.00,59.00,36.00,272423.00,1186503.00,660245.00,555642.00,498567.00,2
28.00,7999.00,4469165.00,14.00,181475.00,73.00,78.00,43.00,124.00,41.00,106.00,120.00,28.00,1197511.00,1193499.00,5.00,5.00,5.00,0
25.00,8574.00,4585713.00,14.00,210097.00,45.00,67.00,114.00,73.00,96.00,127.00,39.00,43.00,1181651.00,51979.00,571614.00,327351.00,401611.00,3
30.00,3518.00,3816997.00,10.00,95571.00,73.00,57.00,126.00,43.00,95.00,45.00,105.00,39.00,1153060.00,700219.00,457674.00,28601.00,151396.00,0
27.00,7823.00,3977880.00,15.00,216247.00,118.00,126.00,118.00,71.00,116.00,40.00,87.00,22.00,965355.00,988957.00,797579.00,244230.00,186971.00,1
22.00,5290.00,4096023.00,15.00,115587.00,79.00,86.00,59.00,75.00,60.00,104.00,102.00,31.00,968689.00,534802.00,377466.00,49594.00,206307.00,0
33.00,7498.00,4187507.00,13.00,126990.00,63.00,39.00,40.00,60.00,127.00,95.00,40.00,27.00,808922.00,1027830.00,5.00,5.00,5.00,1
26.00,4704.00,4912864.00,12.00,137062.00,122.00,104.00,95.00,102.00,55.00,53.00,52.00,24.00,1000056.00,1016938.00,396042.00,365600.00,498597.00,1
28.00,5300.00,4808183.00,14.00,167031.00,66.00,124.00,119.00,80.00,113.00,89.00,78.00,36.00,909211.00,977634.00,350309.00,74816.00,666963.00,3
31.00,3355.00,4591821.00,13.00,101497.00,69.00,95.00,114.00,127.00,120.00,111.00,124.00,32.00,757134.00,594740.00,130147.00,428943.00,442288.00,2
24.00,9567.00,4538153.00,15.00,196107.00,128.00,120.00,72.00,72.00,39.00,68.00,75.00,38.00,582352.00,988905.00,5.00,5.00,5.00,3
23.00,4797.00,4054154.00,14.00,175906.00,70.00,58.00,100.00,112.00,80.00,76.00,101.00,43.00,508849.00,130739.00,43228.00,300616.00,92124.00,1
27.00,11047.00,4579551.00,13.00,93708.00,49.00,52.00,56.00,121.00,74.00,109.00,124.00,42.00,983930.00,702641.00,5.00,5.00,5.00,0
34.00,11795.00,3907597.00,14.00,184386.00,56.00,116.00,106.00,49.00,115.00,72.00,68.00,33.00,701129.00,42888.00,372197.00,175078.00,141409.00,0
34.00,9800.00,4737638.00,13.00,205427.00,75.00,113.00,98.00,63.00,122.00,125.00,99.00,29.00,807008.00,586828.00,661203.00,266715.00,418512.00,1
28.00,5536.00,4760400.00,12.00,148040.00,96.00,95.00,93.00,80.00,120.00,123.00,64.00,44.00,609182.00,777031.00,278122.00,408.00,194658.00,3
35.00,11149.00,4768862.00,11.00,144998.00,100.00,48.00,51.00,107.00,67.00,107.00,86.00,24.00,32910.00,235261.00,644774.00,290701.00,504206.00,0
35.00,11297.00,4044641.00,15.00,165374.00,122.00,115.00,96.00,97.00,117.00,72.00,65.00,23.00,600883.00,924225.00,5.00,5.00,5.00,2
32.00,3425.00,3898434.00,13.00,147897.00,125.00,124.00,93.00,123.00,47.00,81.00,116.00,22.00,544704.00,1018199.00,204336.00,378525.00,580794.00,2
26.00,6914.00,4368959.00,15.00,136177.00,120.00,122.00,44.00,116.00,92.00,62.00,70.00,40.00,204273.00,880141.00,52015.00,388638.00,557589.00,0
33.00,3568.00,4226945.00,14.00,176380.00,56.00,99.00,47.00,65.00,88.00,59.00,115.00,34.00,60079.00,713002.00,334269.00,578309.00,90429.00,1
35.00,6340.00,4276239.00,11.00,213577.00,84.00,49.00,88.00,117.00,104.00,127.00,47.00,23.00,755278.00,155670.00,102988.00,8196.00,517426.00,2
25.00,6792.00,4466482.00,14.00,186980.00,40.00,86.00,105.00,116.00,99.00,72.00,125.00,30.00,331442.00,158425.00,663773.00,540462.00,111650.00,1
30.00,8185.00,4857663.00,13.00,93034.00,68.00,60.00,98.00,64.00,124.00,55.00,119.00,27.00,73948.00,1168352.00,519804.00,208642.00,685730.00,0
23.00,6038.00,4057999.00,13.00,127765.00,48.00,45.00,122.00,52.00,71.00,95.00,63.00,45.00,384512.00,1012307.00,301092.00,345055.00,574121.00,0
31.00,9667.00,4134614.00,15.00,102576.00,45.00,89.00,65.00,86.00,119.00,102.00,61.00,24.00,759098.00,520844.00,189758.00,184255.00,455410.00,2
32.00,9158.00,4483772.00,12.00,155738.00,93.00,79.00,102.00,79.00,90.00,90.00,80.00,35.00,628478.00,816818.00,5.00,5.00,5.00,3
22.00,8974.00,4543927.00,15.00,173111.00,46.00,73.00,55.00,117.00,63.00,73.00,120.00,40.00,971183.00,269306.00,753546.00,63435.00,775018.00,1
27.00,5494.00,3909071.00,13.00,224067.00,78.00,82.00,80.00,110.00,65.00,114.00,98.00,41.00,327235.00,364211.00,306840.00,656122.00,792308.00,0
26.00,5869.00,3992318.00,15.00,174996.00,55.00,95.00,75.00,83.00,66.00,75.00,126.00,33.00,662359.00,883436.00,718653.00,80159.00,375288.00,3
23.00,10224.00,4791160.00,13.00,201757.00,87.00,56.00,91.00,124.00,58.00,78.00,82.00,39.00,258459.00,84662.00,798555.00,657538.00,506795.00,3
34.00,8035.00,4896464.00,11.00,149506.00,117.00,53.00,50.00,80.00,120.00,66.00,86.00,34.00,614951.00,314296.00,83690.00,671490.00,135145.00,0
24.00,6509.00,4142882.00,13.00,123988.00,112.00,81.00,110.00,71.00,41.00,96.00,41.00,24.00,578646.00,396845.00,359100.00,636620.00,417569.00,2
31.00,3659.00,3966756.00,10.00,124753.00,127.00,74.00,116.00,62.00,54.00,62.00,68.00,36.00,893481.00,767802.00,318670.00,563483.00,588896.00,0
25.00,5628.00,4685008.00,14.00,153657.00,42.00,73.00,58.00,54.00,47.00,100.00,80.00,26.00,34963.00,485869.00,5.00,5.00,5.00,0
28.00,4889.00,4120854.00,13.00,183597.00,98.00,122.00,71.00,56.00,47.00,88.00,70.00,39.00,397116.00,459102.00,74189.00,78533.00,79245.00,3
30.00,10834.00,4163349.00,15.00,128061.00,47.00,42.00,107.00,96.00,82.00,55.00,92.00,41.00,534359.00,827659.00,562615.00,706274.00,342911.00,2
30.00,11300.00,4828227.00,11.00,183490.00,107.00,102.00,82.00,117.00,104.00,64.00,54.00,27.00,568575.00,779412.00,5.00,5.00,5.00,2
24.00,10443.00,3912881.00,15.00,152933.00,86.00,79.00,114.00,120.00,117.00,62.00,79.00,36.00,401354.00,886153.00,312735.00,10314.00,88019.00,2
27.00,6441.00,4075477.00,11.00,118742.00,42.00,118.00,67.00,111.00,48.00,107.00,101.00,45.00,272600.00,91626.00,404523.00,674101.00,242552.00,2
28.00,6692.00,4701615.00,15.00,118502.00,104.00,126.00,101.00,51.00,76.00,74.00,80.00,24.00,943275.00,98642.00,5.00,5.00,5.00,0
35.00,4279.00,4796181.00,14.00,203108.00,99.00,90.00,118.00,71.00,105.00,64.00,84.00,23.00,76645.00,636923.00,18502.00,102445.00,243741.00,2
33.00,8529.00,4664665.00,11.00,143421.00,100.00,55.00,88.00,42.00,122.00,50.00,51.00,36.00,1199901.00,844012.00,5.00,5.00,5.00,1
23.00,4602.00,3886252.00,11.00,162964.00,112.00,89.00,86.00,116.00,113.00,123.00,123.00,37.00,982161.00,1049576.00,400177.00,614535.00,570169.00,0
27.00,6599.00,4448466.00,15.00,190642.00,53.00,124.00,62.00,76.00,57.00,46.00,93.00,26.00,506756.00,359181.00,743399.00,405175.00,162983.00,3
34.00,7758.00,5011388.00,12.00,175555.00,108.00,126.00,52.00,89.00,59.00,90.00,82.00,28.00,675467.00,698450.00,201914.00,702381.00,720497.00,2
23.00,11093.00,4483428.00,14.00,199402.00,93.00,126.00,56.00,89.00,81.00,125.00,100.00,22.00,709477.00,269098.00,5.00,5.00,5.00,3
22.00,8567.00,4328249.00,13.00,143623.00,121.00,97.00,56.00,68.00,86.00,51.00,60.00,25.00,581841.00,202483.00,787967.00,464681.00,339519.00,0
32.00,5906.00,4765763.00,13.00,172049.00,74.00,98.00,115.00,73.00,74.00,67.00,64.00,26.00,665011.00,478341.00,5.00,5.00,5.00,1
22.00,3007.00,3925873.00,15.00,143494.00,90.00,47.00,62.00,80.00,72.00,77.00,69.00,30.00,1194936.00,309523.00,390517.00,520978.00,546273.00,2
32.00,7850.00,4694155.00,11.00,189845.00,61.00,97.00,49.00,88.00,112.00,75.00,73.00,29.00,792005.00,55466.00,500469.00,78562.00,753983.00,2
22.00,5779.00,4475274.00,14.00,131739.00,77.00,71.00,113.00,78.00,84.00,115.00,82.00,35.00,1086994.00,911423.00,60744.00,735994.00,36073.00,2
30.00,5429.00,4696108.00,12.00,178301.00,67.00,107.00,94.00,50.00,71.00,98.00,62.00,25.00,1183216.00,1039978.00,69432.00,383873.00,509684.00,0
28.00,6006.00,3907022.00,10.00,160288.00,41.00,46.00,103.00,93.00,104.00,126.00,104.00,41.00,673630.00,468365.00,348659.00,348205.00,148424.00,0
33.00,9726.00,4210312.00,14.00,107763.00,52.00,72.00,43.00,117.00,66.00,87.00,97.00,36.00,998918.00,1129836.00,795047.00,788983.00,458668.00,2
30.00,11244.00,4085673.00,13.00,96824.00,84.00,62.00,72.00,70.00,42.00,63.00,126.00,45.00,798046.00,1049332.00,5.00,5.00,5.00,1
28.00,8086.00,4859750.00,10.00,195015.00,111.00,44.00,67.00,39.00,102.00,124.00,116.00,40.00,515137.00,189882.00,135854.00,300755.00,780048.00,0
30.00,5974.00,4686526.00,13.00,163302.00,92.00,84.00,51.00,87.00,43.00,120.00,107.00,45.00,1044279.00,122008.00,5.00,5.00,5.00,3
30.00,8067.00,4415338.00,11.00,180207.00,70.00,120.00,81.00,75.00,110.00,76.00,96.00,31.00,928235.00,1144046.00,5.00,5.00,5.00,0
22.00,4265.00,4133045.00,10.00,222555.00,83.00,47.00,125.00,73.00,122.00,120.00,67.00,33.00,259977.00,474454.00,388460.00,67799.00,387088.00,0
24.00,10815.00,4516593.00,11.00,176105.00,100.00,99.00,90.00,107.00,104.00,90.00,39.00,32.00,108968.00,266547.00,136213.00,25382.00,34204.00,2
34.00,8872.00,4921113.00,15.00,131510.00,86.00,86.00,82.00,112.00,118.00,86.00,93.00,38.00,619268.00,1042310.00,7212.00,794696.00,102147.00,0
31.00,8148.00,4566057.00,15.00,144324.00,125.00,55.00,109.00,84.00,107.00,57.00,84.00,43.00,286658.00,771905.00,87375.00,114617.00,526331.00,0
32.00,9792.00,3942444.00,11.00,94713.00,48.00,65.00,90.00,128.00,50.00,51.00,52.00,36.00,866016.00,1198350.00,5.00,5.00,5.00,0
32.00,10473.00,4537995.00,13.00,175333.00,74.00,52.00,74.00,43.00,49.00,79.00,79.00,39.00,1158834.00,144747.00,5.00,5.00,5.00,3
28.00,4075.00,4502561.00,11.00,160025.00,80.00,81.00,69.00,39.00,78.00,96.00,116.00,24.00,450668.00,649556.00,5.00,5.00,5.00,1
25.00,5224.00,4158236.00,10.00,105441.00,62.00,109.00,56.00,107.00,92.00,50.00,82.00,36.00,625921.00,544270.00,11734.00,298234.00,282630.00,1
24.00,4298.00,3917330.00,10.00,180647.00,53.00,78.00,77.00,103.00,121.00,94.00,66.00,22.00,529157.00,176844.00,5.00,5.00,5.00,3
27.00,3665.00,4243558.00,14.00,161546.00,68.00,51.00,104.00,85.00,96.00,66.00,91.00,25.00,467691.00,321904.00,526499.00,663100.00,444803.00,3
34.00,10903.00,4875799.00,14.00,217530.00,117.00,71.00,104.00,103.00,49.00,94.00,50.00,37.00,965013.00,633217.00,5.00,5.00,5.00,2
33.00,4517.00,4795959.00,12.00,212935.00,121.00,61.00,49.00,46.00,125.00,75.00,105.00,29.00,1018717.00,966926.00,202928.00,95479.00,57257.00,2
22.00,10347.00,4033250.00,13.00,198933.00,94.00,76.00,46.00,50.00,42.00,111.00,87.00,32.00,967553.00,463037.00,5.00,5.00,5.00,2
24.00,11641.00,4075431.00,11.00,140704.00,105.00,103.00,98.00,73.00,73.00,108.00,123.00,34.00,161369.00,5727.00,409425.00,313302.00,69919.00,3
31.00,11028.00,5004447.00,14.00,222475.00,123.00,63.00,70.00,77.00,56.00,68.00,75.00,26.00,1101693.00,45456.00,358248.00,618882.00,733035.00,3
35.00,12008.00,4461091.00,13.00,205459.00,108.00,63.00,48.00,47.00,107.00,94.00,88.00,22.00,1119353.00,505423.00,509532.00,405414.00,37122.00,0
34.00,7376.00,3932014.00,15.00,149153.00,79.00,64.00,86.00,123.00,54.00,105.00,39.00,34.00,368929.00,871981.00,330284.00,335217.00,192369.00,0
29.00,9850.00,4610239.00,15.00,105557.00,102.00,60.00,54.00,66.00,97.00,114.00,61.00,36.00,129919.00,1193018.00,161682.00,78092.00,309807.00,2
25.00,5202.00,4225541.00,14.00,204056.00,86.00,104.00,102.00,48.00,68.00,64.00,115.00,24.00,544755.00,1173393.00,531800.00,607666.00,288955.00,2
31.00,6055.00,4379233.00,15.00,108039.00,77.00,58.00,69.00,99.00,118.00,96.00,78.00,24.00,743144.00,619296.00,109153.00,221749.00,802870.00,0
30.00,7931.00,4919637.00,10.00,216101.00,110.00,89.00,67.00,88.00,93.00,64.00,120.00,43.00,543989.00,66631.00,550894.00,287121.00,735390.00,3
22.00,4229.00,4657725.00,12.00,141628.00,51.00,88.00,43.00,62.00,43.00,118.00,83.00,29.00,947125.00,1092617.00,421667.00,437934.00,219305.00,3
23.00,6364.00,4421364.00,13.00,205117.00,102.00,76.00,117.00,120.00,45.00,65.00,98.00,26.00,170790.00,243452.00,786549.00,379478.00,588450.00,3
27.00,7507.00,4842331.00,10.00,179346.00,117.00,116.00,107.00,102.00,39.00,98.00,62.00,44.00,94136.00,433539.00,5.00,5.00,5.00,2
27.00,11238.00,3939394.00,11.00,161000.00,115.00,91.00,64.00,77.00,40.00,105.00,51.00,33.00,536668.00,572542.00,5.00,5.00,5.00,1
26.00,11927.00,4997691.00,10.00,204004.00,65.00,115.00,89.00,108.00,80.00,119.00,46.00,26.00,559273.00,1122661.00,443091.00,360077.00,339703.00,1
35.00,4099.00,4746206.00,15.00,193758.00,42.00,63.00,57.00,108.00,72.00,43.00,125.00,30.00,827084.00,862681.00,5.00,5.00,5.00,1
34.00,10171.00,5010655.00,12.00,222021.00,56.00,73.00,43.00,121.00,72.00,116.00,61.00,23.00,890538.00,482805.00,612443.00,433902.00,792365.00,0
22.00,7109.00,5006446.00,11.00,126800.00,45.00,121.00,104.00,106.00,54.00,83.00,56.00,37.00,147113.00,1199513.00,65301.00,441833.00,354377.00,2
28.00,10022.00,3948742.00,13.00,128781.00,47.00,48.00,102.00,95.00,81.00,85.00,127.00,28.00,252529.00,312170.00,147415.00,419945.00,530547.00,1
28.00,10303.00,4830312.00,13.00,197486.00,68.00,81.00,62.00,93.00,61.00,99.00,43.00,26.00,459679.00,1164871.00,5.00,5.00,5.00,3
28.00,6361.00,4123271.00,15.00,108400.00,123.00,48.00,80.00,71.00,40.00,86.00,91.00,38.00,250441.00,955800.00,355213.00,201101.00,428895.00,2
33.00,5063.00,4377126.00,12.00,128570.00,91.00,101.00,106.00,49.00,44.00,62.00,123.00,25.00,33911.00,77276.00,5.00,5.00,5.00,3
35.00,4084.00,3822597.00,10.00,93785.00,57.00,83.00,58.00,69.00,111.00,82.00,50.00,38.00,1136868.00,474501.00,301099.00,657409.00,327587.00,1
35.00,11656.00,4135975.00,11.00,134296.00,39.00,63.00,79.00,128.00,60.00,107.00,49.00,42.00,1125784.00,910120.00,76625.00,92165.00,195606.00,0
27.00,11472.00,4174814.00,11.00,222739.00,123.00,125.00,42.00,84.00,97.00,106.00,42.00,25.00,958692.00,273602.00,798990.00,398002.00,369675.00,3
23.00,4387.00,4735873.00,14.00,177677.00,80.00,48.00,76.00,120.00,82.00,111.00,101.00,43.00,594248.00,1156859.00,436512.00,728279.00,685286.00,3
27.00,6430.00,4824919.00,12.00,117713.00,63.00,65.00,43.00,85.00,47.00,84.00,40.00,28.00,346183.00,963253.00,116113.00,246031.00,635613.00,3
29.00,3609.00,4198764.00,10.00,178879.00,94.00,92.00,71.00,66.00,50.00,41.00,53.00,28.00,491422.00,701016.00,416140.00,118480.00,32343.00,2
35.00,6174.00,4649554.00,14.00,123260.00,51.00,125.00,48.00,58.00,79.00,125.00,123.00,25.00,199538.00,922595.00,39138.00,48988.00,714609.00,1
31.00,9956.00,3939529.00,14.00,196433.00,78.00,81.00,90.00,48.00,68.00,83.00,128.00,39.00,855099.00,102520.00,407306.00,220006.00,405497.00,3
31.00,9023.00,4243083.00,13.00,197941.00,57.00,52.00,85.00,94.00,71.00,72.00,72.00,41.00,331203.00,921725.00,445878.00,655122.00,225293.00,2
24.00,9430.00,3928735.00,12.00,209650.00,117.00,56.00,68.00,66.00,41.00,49.00,72.00,40.00,759625.00,43333.00,5.00,5.00,5.00,0
31.00,4250.00,4470537.00,11.00,220661.00,83.00,55.00,127.00,55.00,46.00,110.00,121.00,45.00,170527.00,1088486.00,72854.00,795019.00,433726.00,2
